Provider #,Campus #,Program #,TWIST Provider ID,TWIST Program ID,Program Status,Provider Name,Description Of Provider,Provider URL,Institution Type,Campus Name,Campus Address1,Campus Address2,Campus City,Campus State,Campus Zip Code,Campus County,"Information:
Public Transit?","Information:
Onsite Childcare?","Information:
Flexible Hours?",Program Name,Program Description,Pell Eligible,Academic PreRequisites,Program URL,Program Outcome,Associated Credential Name,"Length:
Contact Hours","Length:
Weeks",Program Format,Occupation Code 1,Occupation Code 2,Occupation Code 3," Required Cost:
Tuition & Fees ","Required Cost Description:
Tuition & Fees"," Required Cost:
Books Supplies ","Required Cost Description:
Books Supplies"," Optional Cost:
Other ","Optional Cost Description:
Other"," (Out Of District)
Cost: 
Tuition & Fees ","(Out Of District)
Cost Description:
 Tuition & Fees",Number Of Apprentices,Program Start Date,Program Last Update Date
822,1923,9168,72230,104701,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,HVAC Level 1,Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician,No,None,http://continue.austincc.edu/hvac,Measureable skill gain leading to a credential,EPA 608,216,20,In-person,49902101,49902102,, 1450 ,Tuition and Ins, 150 ,Books,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1923,9169,72230,104702,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,INEW 1079 AWS Solutions Architect Associate,Computer Systems Analysis/Analyst,No,None,http://continue.austincc.edu/aws,Measureable skill gain leading to a credential,AWS Certification,64,8,In-person,15112100,15114300,15115200, 1496 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","September 12, 2021 11:59 PM"
822,1923,9137,72230,104676,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,INEW 2073 VNwarevSphere Install Configure Manage V6.x,Computer Systems Analysis/Analyst,No,None,continue.austincc.edu/vmware,Measureable skill gain leading to a credential,VMware Certified Professional,56,7,In-person,15112100,15114300,15115200, 2276 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1923,9147,72230,104685,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,ITCC 9002 Cisco CCNA Series,Computer Support Specialist,No,None,http://continue.austincc.edu/cisco,Measureable skill gain leading to a credential,Cisco Networking,324,40,In-person,15114200,15115200,, 4496 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1923,9149,72230,104686,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,ITSX 3039 Certified Ethical Hacker (CEH),Computer Support Specialist,No,None,http://continue.austincc.edu/security,Measureable skill gain leading to a credential,Certification,50,10,In-person,15112200,,, 2419 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1923,9150,72230,104687,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,ITSY Security,Computer Systems Analysis/Analyst,No,None,continue.austincc.edu/security,Measureable skill gain leading to a credential,CompTIA Security+,40,10,In-person,15114300,,15115200, 596 ,Tuition and Ins, 90 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1923,9157,72230,104691,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,MCSA: SQL Server Querying Microsoft SQL Server 2012,Data Modeling/Warehousing and Database Administration,No,Associates Degree,http://continue.austincc.edu/microsoft,Measureable skill gain leading to a credential,Database,48,5,In-person,15114100,,, 999 ,Tuition and Ins, 110 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1923,9162,72230,104696,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,MCSA: SQL Server &#150 Implementing a Data Warehouse with Microsoft SQL Server 2012,Data Modeling/Warehousing and Database Administration,No,Associates Degree,http://continue.austincc.edu/microsoft,Measureable skill gain leading to a credential,Database,48,5,In-person,15114100,,, 999 ,Tuition and Ins, 110 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:46 AM"
822,1923,9163,72230,104697,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,Medical Assisting,Medical/Clinical Assistant,No,None,http://continue.austincc.edu/medical,Measureable skill gain leading to a credential,Registered Medical Assistant (AMA),720,52,In-person,31909200,,, 3821 ,Tuition and Ins, 325 ,Books Uniforms Phys Testing Fees Immun.,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1923,9164,72230,104698,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,Medical Billing and Coding Specialist,Medical Insurance Coding Specialist/Coder,No,None,,No credential - employment only,,448,32,In-person,29207100,43601300,, 2859 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","September 12, 2021 11:59 PM"
822,1923,9165,72230,104699,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,Medical Office Support,Adult and Continuing Education Administration,No,None,,No credential - employment only,,188,0,In-person,43601300,,, 1145 ,,,,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1923,9166,72230,104700,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,Network +,Computer Support Specialist,No,None,http://continue.austincc.edu/pctech,Measureable skill gain leading to a credential,Network+ Certification,72,24,In-person,15112200,,, 796 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:46 AM"
822,1923,9156,72230,104690,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,PC Technician Series,Computer Support Specialist,No,None,http://continue.austincc.edu/pctech,Industry recognized certificate or certification,A+ Certification Network+ Certification,200,24,In-person,15115100,15115200,15123200, 1150 ,Tuition and Ins, 802 ,Books,,,,,,"September 4, 2019 1:14 PM","September 12, 2021 11:59 PM"
822,1923,9138,72230,104677,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,Phlebotomy Technician Training,Phlebotomy Technician/Phlebotomist,No,None,http://continue.austincc.edu/phlebotomy,Measureable skill gain leading to a credential,National Certified Phlebotomist,186,12,In-person,31909700,,, 835 ,Tuition and Ins, 910 ,Books Uniforms Phys Testing Fees Immun.,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1923,9152,72230,104688,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,Security Certification Preparation for CISSP CASP SSCO and More,Computer Systems Analysis/Analyst,No,None,http://continue.austincc.edu/security,Measureable skill gain leading to a credential,Security,56,7,Distance Education,15112200,15121100,, 995 ,Tuition and Ins,,Books, 395 ,,,,,"September 4, 2019 1:14 PM","September 12, 2021 11:59 PM"
822,1923,9154,72230,104689,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Highland Business Center,5930 Middle Fiskville Rd.,,Austin,TX,79752,Travis,,,,Web Software Developer Bootcamp,Computer Software Technology/Technician,No,None,continue.austincc.edu/bootcamp,Measureable skill gain leading to a credential,JavaScript Certification,240,24,In-person,15113200,15113300,15113400, 7201 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","September 12, 2021 11:59 PM"
822,1734,9171,72230,104661,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Kyle Campus,23001 I 35,,Kyle,TX,78640,Hays,,,,Certified Production Technician,Industrial Mechanics and Maintenance Technology,No,None,http://continue.austincc.edu/manufacturing,Measureable skill gain leading to a credential,Certified Production Technician CPT,160,14,In-person,51906100,51404100,, 1100 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1735,9172,72230,104662,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Liberty Hill,16500 W. Hwy 29,,Liberty Hill,TX,78642,Williamson,,,,HVAC,Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician,No,None,http://continue.austincc.edu/hvac,Measureable skill gain leading to a credential,EPA 608 Universal,216,20,In-person,49902101,49902102,, 1450 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1736,9173,72230,107173,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Lockhart Campus,906 Center ST,,Lockhart,TX,78644,Travis,,,,HVAC,Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician,No,None,http://continue.austincc.edu/hvac,Industry recognized certificate or certification,EPA 608 Universal Certificate,440,20,In-person,49902101,49902102,, 1450 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1736,32035,72230,108578,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Lockhart Campus,906 Center ST,,Lockhart,TX,78644,Travis,,,,Intro to Welding,Welding Technology/Welder,No,None,,Measureable skill gain leading to a credential,,48,7,In-person,51412106,51412107,51412200, 549 ,Tuition and Ins,,,,,,,,"December 28, 2020 9:37 AM","January 8, 2021 1:57 PM"
822,1906,9174,72230,107068,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Manor Campus,10095 US 290 East,,Manor,TX,78653,Travis,,,,Truck Driving Training,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,No,None,0,No credential - employment only,0,200,5,In-person,53302100,53303200,, 4500 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1908,9176,72230,104666,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Northridge,11928 Stonehollow Dr.,,Austin,TX,78758,Travis,,,,Computer Programming C++ Certificate,Computer Programming/Programmer General,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/computerinformationtechnology/,Community college certificate of completion,,608,52,In-person,15113100,15113200,15113300, 2651 ,Tuition and Ins,,Books, 356 ,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1908,9177,72230,104667,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Northridge,11928 Stonehollow Dr.,,Austin,TX,78758,Travis,,,,Computer Programming Java Track Certificate,Computer Programming/Programmer General,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/computerinformationtechnology/,Community college certificate of completion,,608,52,In-person,15113100,15113200,15113300, 2702 ,Tuition and Ins,,Books, 407 ,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1908,9180,72230,104669,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Northridge,11928 Stonehollow Dr.,,Austin,TX,78758,Travis,,,,Computer Programming Web Programing Specialization AAS,Computer Programming/Programmer General,Yes,High School Diploma or Equivalent,http://www.austincc.edu/cit/,Associates Degree,,1392,104,In-person,15113100,15113200,15113300, 5355 ,Tuition and Ins, 2620 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1908,9181,72230,104670,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Northridge,11928 Stonehollow Dr.,,Austin,TX,78758,Travis,,,,Information Technology Applications Specialization AAS,Computer and Information Sciences General,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/,Associates Degree,,1344,104,In-person,11302100,15114100,15114300, 5270 ,Tuition and Ins, 3100 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1908,9182,72230,104671,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Northridge,11928 Stonehollow Dr.,,Austin,TX,78758,Travis,,,,Information Technology User and Computer Support Certificate,Computer and Information Sciences General,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/computerinformationtechnology/,Community college certificate of completion,,544,52,In-person,11302100,15114100,15114300, 2345 ,Tuition and Ins, 950 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1908,9183,72230,104672,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Northridge,11928 Stonehollow Dr.,,Austin,TX,78758,Travis,,,,Information Technology User and Computer Support Specialization AAS,Computer and Information Sciences General,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/,Associates Degree,,1040,104,In-person,11302100,15114100,15114300, 5185 ,Tuition and Ins, 2350 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1908,9184,72230,104673,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Northridge,11928 Stonehollow Dr.,,Austin,TX,78758,Travis,,,,Local Area Network Systems Network Administration AAS,Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/,Associates Degree,,976,104,In-person,15112200,15114300,15123100, 5270 ,Tuition and Ins, 2150 ,Books,,,,,,"September 4, 2019 1:14 PM","December 28, 2020 9:37 AM"
822,1908,9179,72230,104668,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Northridge,11928 Stonehollow Dr.,,Austin,TX,78758,Travis,,,,Local Area Network Systems Network Administration Certificate,Computer Systems Networking and Telecommunications,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/,Community college certificate of completion,,688,52,In-person,15112200,15114300,15123100, 2663 ,Tuition and Ins, 1030 ,Books,,,,,,"September 4, 2019 1:14 PM","December 28, 2020 9:37 AM"
822,20092,30314,72230,107179,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Premier HS,13801 N. Mopac Expressway,,Austin,TX,78757,Travis,,,,HVAC,Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician,No,None,http://continue.austincc.edu/hvac,Measureable skill gain leading to a credential,EPA 608 Universal,216,20,In-person,49902101,49902102,, 1450 ,Tuition and Ins,,,,,,,,"November 19, 2019 4:04 PM","December 13, 2020 8:45 PM"
822,1708,9185,72230,104657,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Rio Grande,1212 Rio Grande,,Austin,TX,78701,Travis,,,,Computer Information Technology Database Certificate,Computer Programming/Programmer General,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/computerinformationtechnology/,Community college certificate of completion,,512,52,In-person,15113100,15113200,15113300, 2294 ,Tuition and Ins, 1240 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1708,9186,72230,104658,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Rio Grande,1212 Rio Grande,,Austin,TX,78701,Travis,,,,Computer Programming Software Testing Certificate,Computer Programming/Programmer General,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/computerinformationtechnology/softwaretesti,Community college certificate of completion,,600,52,In-person,15113100,15113200,15113300, 2444 ,Tuition and Ins, 980 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1708,9187,72230,104659,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Rio Grande,1212 Rio Grande,,Austin,TX,78701,Travis,,,,Computer Programming Software Testing Specialization AAS,Computer Programming/Programmer General,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/cs/computerinformationtechnology/,Associates Degree,,1088,104,In-person,15113100,15113200,15113300, 5270 ,Tuition and Ins, 2400 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1928,9192,72230,104706,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Riverside,1020 Grove Blvd.,,Austin,TX,78741,Travis,,,,Automotive Technology AAS,Automobile/Automotive Mechanics Technology/Technician,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/autotech/,Associates Degree,Automotive,1072,104,In-person,49302300,49302301,49302302, 5100 ,Tuition and Ins, 1138 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:46 AM"
822,1928,9193,72230,104707,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Riverside,1020 Grove Blvd.,,Austin,TX,78741,Travis,,,,Basic Automotive Level 1,Automobile/Automotive Mechanics Technology/Technician,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/autotech/,Community college certificate of completion,Automotive Technician Basic Certification,948,52,In-person,49302300,49302301,49302302, 2931 ,Tuition and Ins,,Books, 415 ,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:46 AM"
822,1928,9194,72230,104708,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Riverside,1020 Grove Blvd.,,Austin,TX,78741,Travis,,,,Heating Air Conditioning and Refrigeration Technology AAS,Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician,Yes,High School Diploma or Equivalent,http://www.austincc.edu/degreesandcertificates/areasofstudy/designmanu,Associates Degree,EPA Refrigerant Technician Certificate,960,104,In-person,49902101,49902102,, 5100 ,Tuition and Ins, 522 ,Books,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:46 AM"
822,1928,9191,72230,104705,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Riverside,1020 Grove Blvd.,,Austin,TX,78741,Travis,,,,Heating Air Conditioning and Refrigeration Technology Certificate,Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician,Yes,High School Diploma or Equivalent,http://www.austincc.edu/degreesandcertificates/areasofstudy/designmanu,Community college certificate of completion,EPA Refrigerant Technician Certificate,288,32,In-person,49902101,49902102,, 2432 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:46 AM"
822,1928,9188,72230,104703,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Riverside,1020 Grove Blvd.,,Austin,TX,78741,Travis,,,,Intermediate Welding,Welding Technology/Welder,No,None,http://continue.austincc.edu/welding,No credential - employment only,,48,7,In-person,51412106,51412107,51412200, 450 ,Tuition and Ins, 30 ,Books,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1928,9189,72230,104704,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Riverside,1020 Grove Blvd.,,Austin,TX,78741,Travis,,,,Introduction to Welding,Welding Technology/Welder,No,None,http://continue.austincc.edu/welding,No credential - employment only,,48,7,In-person,51412106,51412107,51412200, 450 ,Tuition and Ins, 30 ,Books,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1928,31665,72230,108385,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Riverside,1020 Grove Blvd.,,Austin,TX,78741,Travis,,,,Lineworker,Lineworker Training,No,High School Diploma or Equivalent,https://continue.austincc.edu/lineworker,Community college certificate of completion,Line Worker Cert I,360,17,In-person,49905000,,, 3218 ,Tuition/Ins,,,,,,,,"September 25, 2020 2:44 PM","October 30, 2020 8:21 AM"
822,1746,9199,72230,104665,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Round Rock 1,4400 College Park Drive,,Round Rock,TX,78665,Williamson,,,,Accounting/Bookkeeping Series,Accounting Technology/Technician and Bookkeeping,No,None,http://continue.austincc.edu/accounting,Industry recognized certificate or certification,Certified Bookkeeper,76,10,In-person,43303100,43305100,, 495 ,Tuition and Ins, 250 ,Books,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1746,9195,72230,104663,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Round Rock 1,4400 College Park Drive,,Round Rock,TX,78665,Williamson,,,,Administrative Assistant Series,Administrative Assistant and Secretarial Science General,No,None,http://continue.austincc.edu/assistant,No credential - employment only,,140,7,In-person,43601100,43601400,, 723 ,Tuition and Ins, 25 ,Books,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
822,1746,30312,72230,107175,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Round Rock 1,4400 College Park Drive,,Round Rock,TX,78665,Williamson,,,,Applied Project Management,Information Technology Project Management,No,None,http://continue.austincc.edu/project,Measureable skill gain leading to a credential,PMP,48,12,In-person,11302100,11919901,13111100, 1219 ,Tuition and Ins, 185 ,Books,,,,,,"November 19, 2019 4:04 PM","September 12, 2021 11:59 PM"
822,1746,9196,72230,104664,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Round Rock 1,4400 College Park Drive,,Round Rock,TX,78665,Williamson,,,,Basic Automotive Level 1 Certificate,Automobile/Automotive Mechanics Technology/Technician,Yes,High School Diploma or Equivalent,http://sites.austincc.edu/autotech/,Community college certificate of completion,Automotive Technician Basic Certificate,948,52,In-person,49302300,49302301,49302302, 2931 ,Tuition and Ins,,Books, 415 ,,,,,"September 4, 2019 1:14 PM","August 19, 2020 8:50 AM"
822,1746,9198,72230,107174,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Round Rock 1,4400 College Park Drive,,Round Rock,TX,78665,Williamson,,,,PC Technician,Computer Support Specialist,No,None,http://continue.austincc.edu/pctech,No credential - employment only,,200,24,In-person,15115100,15123200,15123100, 1150 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","September 12, 2021 11:59 PM"
822,1930,9200,72230,104709,Approved,Austin Community College,The School is an SACS accredited system offering a full range of academic and continuing education programs. It offers specialties in health sciences and information technology coursework.,www.austincc.edu,Higher Ed -majority of credentials awarded are associates degrees,Round Rock 2,201 Deep Wood Dr,,Round Rock,TX,78681,Williamson,,,,HVAC,Heating Ventilation Air Conditioning and Refrigeration Engineering Technology/Technician,No,None,http://continue.austincc.edu/hvac,Measureable skill gain leading to a credential,EPA 608 Universal,216,20,In-person,49902101,49902102,, 1450 ,Tuition and Ins,,,,,,,,"September 4, 2019 1:14 PM","December 13, 2020 8:45 PM"
